strategy,strategy_id,primary_id,region,strategy_code,emission_co2e_total_diff,air_pollution,congestion,consumer_savings,ecosystem_services,env_pollution,fuel_cost,human_health,ippu_value,land_pollution,lvst_value,road_safety,sector_specific,system_cost,technical_cost,technical_savings,water_pollution,sector,consumer_savings_mi_CO2e,technical_cost_mi_CO2e,technical_savings_mi_CO2e,sector_specific_mi_CO2e,air_pollution_mi_CO2e,ippu_value_mi_CO2e,ecosystem_services_mi_CO2e,fuel_cost_mi_CO2e,lvst_value_mi_CO2e,human_health_mi_CO2e,land_pollution_mi_CO2e,congestion_mi_CO2e,road_safety_mi_CO2e,system_cost_mi_CO2e,water_pollution_mi_CO2e,env_pollution_mi_CO2e,net_benefit,net_benefit_mi_CO2e,additional_benefits,total_transformation_costs,total_transformation_costs_mi_CO2e,transformation_name
Remove TX:LVST:INC_PRODUCTIVITY from Unconstrained Cliamte Action,7130,167167,iran,LVST:INC_PRODUCTIVITY,-14397.586595946175,62.621715421984334,49.39566772113041,406.42735336293697,7.983494853211289,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.12923464886845062,14.146255955,74.95546654108796,-101.90388742753039,494.88071469013397,-1234.0837076281339,179.1637159664486,23.78468774997638,LVST,28.228852846585536,-85.71462303102979,12.444010304955862,-7.077845078301022,4.349459196141684,3.2239327479648816,0.5545022980073024,5.505717170655572,0.9825435576114583,9.803992571059585,0.008976132771088058,3.4308297013499742,5.206113263607154,34.37247703927504,1.6519912966992167,9.081530230092142,375.09255245004454,26.05246024744568,1609.1762600781785,-975.650951924384,-67.76489555541836,Increase livestock productivity
Remove TX:PFLO:INC_HEALTHIER_DIETS from Unconstrained Cliamte Action,7131,168168,iran,PFLO:INC_HEALTHIER_DIETS,-14262.140559635354,62.5717940668899,49.39566772113041,248.0356591492209,7.15832618747282,130.99066171256575,79.08843663183828,0.0,46.4168509183311,0.11818269191818494,32.152413974,74.95546654108796,-103.00650454745457,494.88071469013397,-1254.536483300227,192.46610891103677,56.316939881286665,PFLO,17.39119440816691,-87.96270644329579,13.494896373112006,-7.22237339596716,4.387265277975194,3.2545500953552415,0.5019110671039299,5.545341269155207,2.2543890827298125,0.0,0.008286462429957047,3.4634119271639916,5.255555169132647,34.69890880831333,3.948701784686838,9.184502225654326,117.00423522923094,8.203834111716429,1371.540718529458,-982.981937757352,-68.92246880102857,Change diets
Remove TX:PFLO:INC_IND_CCS_LOWER from Unconstrained Cliamte Action,7132,169169,iran,PFLO:INC_IND_CCS,-14033.105131947192,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24967650649239,494.88071469013397,-1210.8689378196955,179.19166733133613,23.784685575431663,PFLO,28.98106412813075,-86.28660060866223,12.76921006765607,-7.286318711723677,4.46061151950241,3.3076678669398976,0.7779263108781188,5.648717015369658,1.3756792844835821,10.058631407705933,0.009319464603609485,3.519938549357708,5.341331504062306,35.26523246544407,1.6948982674749884,9.317404571693094,406.32453303859324,28.954713102916294,1617.193470858289,-952.4082307510579,-67.86867352563648,Industrial carbon capture and sequestration
Remove TX:SCOE:DEC_DEMAND_HEAT from Unconstrained Cliamte Action,7133,170170,iran,SCOE:DEC_DEMAND_HEAT,-13906.93508086776,61.576550100948445,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,178.13095997860628,494.88071469013397,-1025.1548321578828,179.15121890614196,23.784685575431663,SCOE,29.24399354572852,-73.7153676346863,12.882149651550927,12.808786331624361,4.427758506305346,3.337676536808483,0.7849840127950967,5.699964749699196,1.3881600737144888,10.149887894568046,0.009404015032459046,3.5518730355681103,5.389790496987847,35.58517472127688,1.7102751567563625,9.401936310994556,871.3591464553072,62.65644740472438,1896.5139786131901,-766.7345735144395,-55.133253233436186,Reduce end-use demand for heat energy by improving building shell
Remove TX:SCOE:INC_EFFICIENCY_APPLIANCE from Unconstrained Cliamte Action,7134,171171,iran,SCOE:INC_EFFICIENCY_APPLIANCE,-14156.652316009951,62.06757061547223,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-139.40986853691533,494.88071469013397,-1188.7747305334753,180.72742361278722,23.784685575431663,SCOE,28.728142124803487,-83.9728704214254,12.766254307764564,-9.847657866065893,4.384339547936708,3.2788013636414344,0.7711372337028158,5.599419832304204,1.3636735293108564,9.970848254019105,0.009238132267189355,3.489219528635889,5.294716919502204,34.957467602030924,1.680106641351447,9.236090213474075,392.2656447853617,27.708926943253605,1581.0403753188373,-928.7782671833868,-65.60719628135662,Increase appliance efficiency
Remove TX:SCOE:SHIFT_FUEL_HEAT_LOWER from Unconstrained Cliamte Action,7135,172172,iran,SCOE:SHIFT_FUEL_HEAT,-14298.658079342222,65.24246098343528,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,179.44173465934145,494.88071469013397,-782.1786698401486,179.01187270301494,23.784685575431663,SCOE,28.442831312494143,-54.70294243696825,12.519487612731977,12.549550710537465,4.562838038465538,3.2462382596162063,0.7634787575788143,5.543809726580158,1.3501303352998344,9.87182372251934,0.009146384634853004,3.45456667660961,5.242132941788347,34.610290835970524,1.6634208219716955,9.144362861600056,1119.1726481331361,78.2711665614303,1901.3513179732852,-523.8977573998324,-36.63964509765612,"Switch to electricity for heat using heat pumps, electric stoves, etc."
Remove TX:SOIL:DEC_LIME_APPLIED_HIGHEST from Unconstrained Cliamte Action,7136,173173,iran,SOIL:DEC_LIME_APPLIED,-14526.404351395877,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24967650649246,494.88071469013397,-1240.1532974153938,179.19166733133613,23.784685575431663,SOIL,27.996902048694665,-85.37235143783015,12.33558305253407,-7.038884092240421,4.309134517513071,3.1953434446336884,0.7515088690486205,5.456893379791141,1.3289628706463021,9.717052383598254,0.009002986795100839,3.400405669995264,5.159946310725221,34.06766758785561,1.6373415609311561,9.00099671939053,377.0401734428949,25.955505872082117,1617.193470858289,-981.6925903467562,-67.57987500550493,Improve lime application
Remove TX:SOIL:DEC_N_APPLIED_HIGHEST from Unconstrained Cliamte Action,7137,174174,iran,SOIL:DEC_N_APPLIED,-14526.40435139586,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.08552206856334948,19.305052027,74.95546654108796,-102.24967650649239,494.88071469013397,-1240.304160608703,179.19166733133613,23.784685575431663,SOIL,27.996902048694693,-85.3827368841981,12.335583052534083,-7.038884092240424,4.309134517513076,3.195343444633692,0.7515088690486214,5.456893379791146,1.3289628706463037,9.717052383598265,0.005887352884757856,3.4004056699952674,5.1599463107252275,34.06766758785565,1.637341560931158,9.000996719390539,376.84405129159336,25.942004791803964,1617.1482119002962,-981.8434535400655,-67.59026045187287,Improve fertilizer application
Remove TX:TRDE:DEC_DEMAND_LOWER from Unconstrained Cliamte Action,7138,175175,iran,TRDE:DEC_DEMAND,-14987.733939658763,60.86559263196874,46.08572840892243,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,69.89554225023619,198.5792140554586,228.4397721592129,-980.9341278265438,181.11490441305568,23.784685575431663,TRDE,27.135144070686767,-65.44912871924636,12.084208669718302,13.249448839627574,4.061027028970232,3.096989251691234,0.7283770681686537,5.288927602827872,1.288056760596561,9.417956883684653,0.008725870574060246,3.0748963515408985,4.663516348211046,15.241781918395462,1.5869434079354352,8.723941753828033,662.4700267674516,44.20081310721043,1643.4041545939954,-720.5501836761867,-48.07599244670019,Reduce demand for transport
Remove TX:TRNS:INC_EFFICIENCY_ELECTRIC_LOWER from Unconstrained Cliamte Action,7139,176176,iran,TRNS:INC_EFFICIENCY_ELECTRIC,-14497.967006223573,62.55577962930365,49.18822660991222,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.59892169731133,-105.28648187546898,494.88071469013397,-1238.5303212683557,179.19712763740478,23.784685575431663,TRNS,28.05181716658479,-85.42786176411418,12.360155569431248,-7.262154882148127,4.314796660969789,3.2016110188694484,0.7529829320741473,5.467596919159313,1.3315695930824563,9.736112102286476,0.009020645894681083,3.392767178239341,5.145474649327598,34.134490337693244,1.6405531592961662,9.018651915494521,375.027367795382,25.867583202140906,1613.5576890637378,-980.0641538936496,-67.60010927552362,Increase electric transportation energy efficiency
Remove TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC from Unconstrained Cliamte Action,7140,177177,iran,TRNS:INC_EFFICIENCY_NON_ELECTRIC,-14672.172753993094,56.803989106200596,40.33563138856068,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,61.30329690441921,189.91656559234687,494.88071469013397,-972.499070647583,179.19166733133613,23.784685575431663,TRNS,27.718752127906804,-66.28187160507045,12.213028726953093,12.94399737357647,3.8715458206925177,3.1635976277404825,0.7440426096734338,5.402679007833244,1.3157595913492803,9.62051322558397,0.008913541896534705,2.7491246228397332,4.178201683710087,33.72920445988138,1.6210745316475748,8.91157159227626,908.3561950405553,61.91013493849044,1880.8552656881384,-714.0383635789456,-48.66616387028411,Increase non-electric transportation energy efficiency
Remove TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY from Unconstrained Cliamte Action,7141,178178,iran,TRNS:INC_OCCUPANCY_LIGHT_DUTY,-15021.48650028959,60.79199610675014,46.02541132144179,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,69.82105718849624,199.1496275204205,338.0384097680187,-979.7712408865516,181.2203578346152,23.784685575431663,TRNS,27.07417270174439,-65.2246527577456,12.064076203851169,13.257651133034086,4.047002678834626,3.090030465189731,0.7267404397860371,5.277043635846106,1.2851625587539441,9.396795185690987,0.00870626396085309,3.0639718193372203,4.6480790823964195,22.50365899283682,1.58337762211304,8.704339474587547,773.6990195283317,51.50615550021738,1753.4702604148838,-719.281843314635,-47.88353291804832,Increase occupancy for private vehicles
Remove TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_LOWER from Unconstrained Cliamte Action,7142,179179,iran,TRNS:SHIFT_FUEL_LIGHT_DUTY,-14745.284194888784,56.04172255947102,39.40437097486905,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,59.95540618814195,191.22305418941227,494.77082510905353,-963.4133975073149,167.1999720142517,23.784685575431663,TRNS,27.581314430462882,-65.3370518176426,11.339216647462711,12.968421066831434,3.800653945950868,3.1479115834485416,0.7403534283350457,5.375890941781829,1.3092356696449285,9.572811901229551,0.008869345943243711,2.672337165839635,4.066073287954974,33.554512654327674,1.613036768981112,8.867385408331277,903.6053542030254,61.2809724288831,1867.0187517103404,-716.9443857557619,-48.621944228398064,Electrify light duty road transport
Remove TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY_LOWER from Unconstrained Cliamte Action,7143,180180,iran,TRNS:SHIFT_FUEL_MEDIUM_DUTY,-15080.606308248323,61.38875928662086,46.46989682288415,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,70.36288512609177,204.96764871304413,494.79982732003043,-974.4948505793083,179.1294287419742,23.784685575431663,TRNS,26.96803506655573,-64.61907635943717,11.878131759463779,13.59147268508278,4.070708964336821,3.077916760743462,0.7238914326335529,5.256356284159825,1.280124395027879,9.359957361305785,0.008672133194298819,3.0814342522467078,4.665786221579623,32.81034046021082,1.5771703795770233,8.670216252508352,941.0469961064782,62.40113804918927,1915.5418466857861,-716.0963821000327,-47.48458831581356,Fuel switch medium duty road transport
Remove TX:TRNS:SHIFT_FUEL_RAIL from Unconstrained Cliamte Action,7144,181181,iran,TRNS:SHIFT_FUEL_RAIL,-14525.613427752014,62.596584373354716,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.28263090953244,494.88071469013397,-1240.875805113578,179.19598313507728,23.784685575431663,TRNS,27.99842648770685,-85.42674023961108,12.336551845219365,-7.041536071317693,4.3093935195714606,3.195517431962567,0.7515497889131109,5.457190509135631,1.329035233039907,9.717581479771512,0.009003477010206524,3.40059082301868,5.160227271220178,34.0695225817201,1.6374307146292124,9.001486826136047,376.28938111281445,25.90523167812604,1617.1651862263927,-982.4107822411994,-67.63299788525609,Electrify rail
Remove TX:TRNS:SHIFT_MODE_FREIGHT from Unconstrained Cliamte Action,7145,182182,iran,TRNS:SHIFT_MODE_FREIGHT,-14526.213730732065,62.591851560882915,49.38748858578938,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.94262429673807,-102.26846785017702,494.4326246427743,-1240.139700872515,179.19173351726823,23.784685575431663,TRNS,27.997269438859238,-85.3725357385346,12.335749482892792,-7.040270076283884,4.308889619905691,3.1953853756213366,0.7515187307456969,5.456964988033845,1.3289803100003748,9.717179895901873,0.009003104937057924,3.3998872315436075,5.159129948514207,34.03726764647134,1.6373630469935958,9.001114835232789,376.56155455590147,25.922897840834963,1616.7012554284167,-981.6789276179455,-67.57982126760797,Mode shift freight
Remove TX:TRNS:SHIFT_MODE_PASSENGER from Unconstrained Cliamte Action,7146,183183,iran,TRNS:SHIFT_MODE_PASSENGER,-15097.44816656246,61.224481040235716,46.647425029004296,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,70.75759684161333,200.88213542752572,480.1321329377265,-979.7044774987393,181.5569433057152,23.784685575431663,TRNS,26.93795105364237,-64.89205769678149,12.0256709148917,13.305701282183279,4.05528671897245,3.0744832110855826,0.7230839003401,5.250492590719067,1.2786963607370718,9.349515922860935,0.00866245905354812,3.0897556007059603,4.686725601636832,31.80220442823668,1.5754109776054426,8.660544250189371,919.9196377582223,60.9321275760789,1899.6241152569617,-718.8784944557227,-47.61589419117073,Mode shift passenger vehicles to others
Remove TX:TRNS:SHIFT_MODE_REGIONAL_LOWER from Unconstrained Cliamte Action,7147,184184,iran,TRNS:SHIFT_MODE_REGIONAL,-14523.054815977615,62.60576298735576,49.41104852809906,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.97913590696781,-102.19178302411073,503.79696812200257,-1240.1386585579185,179.20900667605616,23.784685575431663,TRNS,28.00335913476932,-85.39103337911892,12.339621997356812,-7.036521194678953,4.310784733696639,3.1960804050168123,0.7516821938488029,5.458151934405227,1.3292693769744257,9.719293483114326,0.009005063205575248,3.402248986469378,5.162766157467031,34.68946268575312,1.6377191904050943,9.003072670882366,386.09488131359296,26.58496343956704,1626.2335398715115,-981.660612144561,-67.59325944735689,Mode shift regional passenger travel
Remove TX:WALI:INC_CAPTURE_BIOGAS from Unconstrained Cliamte Action,7148,185185,iran,WALI:INC_CAPTURE_BIOGAS,-14421.484459862644,62.56778932174542,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,33.45871502147399,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-103.70021377402603,494.88071469013397,-1171.151699396257,179.19166733133613,23.784685575431663,WALI,28.200586484536963,-81.20881748725412,12.425327491774922,-7.190675416434468,4.33851241152614,3.2185903640860833,0.7569762832559644,2.320060401174032,1.3386314065468865,9.787746360001817,0.009068485766489399,3.425144468213841,5.197486205369587,34.31551835509501,1.649253628614193,9.06648121248261,398.75246839446413,27.64989065475594,1569.9041677907214,-958.501317043447,-66.46342959430517,Increase biogas capture (liquid waste)
Remove TX:WALI:INC_COMPLIANCE_SEPTIC from Unconstrained Cliamte Action,7149,186186,iran,WALI:INC_COMPLIANCE_SEPTIC,-14401.694777459998,62.596223324201155,49.39566772113041,406.6943197457623,10.916721705460475,130.76468851874986,79.25752509238944,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24819902253996,494.88071469013397,-1240.0456531151062,179.19166733133613,23.784685575431663,WALI,28.2393375245167,-86.1041476212851,12.44240140485326,-7.0997337884543965,4.3464484070423515,3.223013099192869,0.7580164608505777,5.503347093318135,1.3404708491124402,9.80119591541145,0.009080946970254989,3.429851033812997,5.204628184343991,34.362672056115834,1.651519903939148,9.079812517857889,377.1503441077673,26.187913987598385,1617.1959972228738,-981.5964606913806,-68.1583991231137,Increase septic compliance
Remove TX:WALI:INC_TREATMENT_INDUSTRIAL_LOWER from Unconstrained Cliamte Action,7150,187187,iran,WALI:INC_TREATMENT_INDUSTRIAL,-14531.38278527406,62.592834615598825,49.39566772113041,406.6943197457623,10.916721705460475,130.7249160448837,73.84522665591332,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.57559632155169,494.88071469013397,-1211.7671765430182,179.19166733133613,16.806825106229926,WALI,27.987310344470576,-83.38966734611172,12.331356896944932,-7.058901264750981,4.3074245266616815,3.1942487238977297,0.7512514030339464,5.0817756126242335,1.3285075696005697,9.713723333397223,0.008999902382892597,3.399240695192988,5.158178519462511,34.05599604682085,1.1565881481879188,8.996041049676215,392.66810329269754,27.022074161491567,1604.4352798357158,-958.7302825557687,-65.97653483654254,Improved industrial wastewater treatment
Remove TX:WALI:INC_TREATMENT_RURAL_LOWER from Unconstrained Cliamte Action,7151,188188,iran,WALI:INC_TREATMENT_RURAL,-14524.513435924591,62.59622504486858,49.39566772113041,406.6943197457623,10.916721705460475,130.7615732871866,79.26032702272695,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24856957229447,494.88071469013397,-1240.1260496737502,179.19166733133613,23.365590675163865,WALI,28.000546905747225,-85.3815898993526,12.337188995820519,-7.039724258121808,4.309695145452827,3.1957594395916042,0.7516067063877894,5.457003938368518,1.3291358854921318,9.718317425953613,0.009004158874777981,3.400848361567577,5.1606180731462485,34.07210278494477,1.6087004069528388,9.002819534302883,376.65017051854284,25.932033605128908,1616.7762201922933,-981.6740553196872,-67.58739696516356,Improved rural wastewater treatment
Remove TX:WALI:INC_TREATMENT_URBAN_LOWER from Unconstrained Cliamte Action,7152,189189,iran,WALI:INC_TREATMENT_URBAN,-14521.020458948997,62.59424823759219,49.39566772113041,406.6943197457623,10.916721705460475,130.78685118265747,76.07339603087799,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.4118170468174,494.88071469013397,-1160.2916262869421,179.19166733133613,-13.684142235908821,WALI,28.007282332222402,-79.90427598164281,12.340156660333339,-7.052659786296436,4.310595692261881,3.1965281675314614,0.7517875025603129,5.238846418950919,1.329455604141285,9.720655130738642,0.009006324791403683,3.4016664228779394,5.161859440456507,34.0802987014008,-0.9423678091077665,9.006725908306004,416.10798361610085,28.655560729525888,1576.399609903043,-905.026562924728,-62.32527290235854,Improved urban wastewater treatment
Remove TX:WASO:DEC_CONSUMER_FOOD_WASTE_HIGHER from Unconstrained Cliamte Action,7153,190190,iran,WASO:DEC_CONSUMER_FOOD_WASTE,-14522.399562105664,62.59852993829078,49.39566772113041,210.12144135635896,10.916721705460475,126.04348234523947,82.96979159373201,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.77665430985934,494.88071469013397,-1239.8412233256895,179.19166733133613,23.784685575431663,WASO,14.46878254917623,-85.37440510595067,12.338984791391761,-7.07711242004674,4.31048117568901,3.1962246128697567,0.7517161099152139,5.713228811733773,1.329329353901958,9.719732019780405,0.009005469516013644,3.4013433874951393,5.161369250345833,34.07706230459748,1.6377930846562536,8.679246277876402,179.24680716238328,12.342781672947822,1419.0880304880727,-977.6797644006213,-67.32219150282513,Consumer food waste reduction
Remove TX:WASO:INC_ANAEROBIC_AND_COMPOST_LOWER from Unconstrained Cliamte Action,7154,191191,iran,WASO:INC_ANAEROBIC_AND_COMPOST,-14525.997877966083,62.59968213062221,49.39566772113041,406.6943197457623,10.916721705460475,121.0689634203298,84.73839937751808,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-103.36848205921572,494.88071469013397,-1239.4927514378912,179.19166733133613,23.784685575431663,WASO,27.9976854714168,-85.32926700464614,12.335928232727127,-7.116101966117682,4.309492721706728,3.195432858264354,0.7515298981297265,5.833568205737826,1.3290000583218502,9.717324290811996,0.009003238720989288,3.400500821775333,5.160090698814225,34.06862088564663,1.6373873778069126,8.33464003212988,372.37157074143647,25.63483582124656,1611.8643221793277,-975.5626847290371,-67.1597705661812,Increase composting and biogas
Remove TX:WASO:INC_CAPTURE_BIOGAS from Unconstrained Cliamte Action,7155,192192,iran,WASO:INC_CAPTURE_BIOGAS,-14510.937888634457,62.58730230528998,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,64.92934166268694,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.95834534792786,494.88071469013397,-1218.8156621080004,179.19166733133613,23.784685575431663,WASO,28.02674250740894,-83.99289359942925,12.348730916399703,-7.095223350695266,4.313112135523014,3.1987491969548447,0.7523098637208616,4.474510342542517,1.3303793438548503,9.727409290229314,0.009012582615927626,3.404029987601219,5.165446032251028,34.103978563490664,1.6390867191334872,9.010590419097918,383.3205137335764,26.415970950699766,1602.136175841577,-974.6946531139774,-67.16965234048703,Increase biogas capture
Remove TX:WASO:INC_ENERGY_FROM_BIOGAS_LOWER from Unconstrained Cliamte Action,7156,193193,iran,WASO:INC_ENERGY_FROM_BIOGAS,-14524.56797617946,62.59291143482361,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,73.96772151655821,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.54471122767566,494.88071469013397,-1232.2975372261546,179.19166733133613,23.784685575431663,WASO,28.000441762725607,-84.8422851025341,12.337142669249339,-7.060086840162871,4.3094508241124325,3.1957474394044305,0.7516038840786236,5.092593572343532,1.3291308945409332,9.718280933335713,0.00900412506385013,3.400835591264411,5.16059869484698,34.07197484302093,1.637548573867323,9.002134736529879,379.2962617190793,26.114116601686995,1611.593798945234,-979.1381483782604,-67.41254886094126,Biogas for energy production
Remove TX:WASO:INC_ENERGY_FROM_INCINERATION_LOWER from Unconstrained Cliamte Action,7157,194194,iran,WASO:INC_ENERGY_FROM_INCINERATION,-14526.389870111998,62.5964020592802,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-107.07056351841509,494.88071469013397,-1243.9984013900066,179.19166733133613,23.784685575431663,WASO,27.996929958663344,-85.63713438185556,12.33559534981382,-7.370762073425582,4.309150629921623,3.1953466300552504,0.7515096182239743,5.4568988197402835,1.3289641954826013,9.717062070478153,0.009002995770132399,3.400409059842311,5.159951454649348,34.06770154973945,1.6373431931885967,9.001005692438193,368.3743541096876,25.35897476272592,1612.3727554996944,-985.537694321369,-67.84464021230147,Incineration for energy production
Remove TX:WASO:INC_LANDFILLING_LOWER from Unconstrained Cliamte Action,7158,195195,iran,WASO:INC_LANDFILLING,-14495.466956751085,62.57855493941948,49.39566772113041,406.6943197457623,10.916721705460475,48.10659144666307,50.54073724400965,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-103.5188239789932,494.88071469013397,-1142.7960863002866,179.19166733133613,23.784685575431663,WASO,28.056655295009275,-78.83816987130888,12.361910648754908,-7.141461829953714,4.317112041035304,3.2021632043190595,0.7531127998864602,3.4866580976524473,1.331799250386267,9.737791300479817,0.009022201695613732,3.4076630900203586,5.170959084293478,34.14037755159377,1.6408361073428022,3.318733476485766,361.7367326608856,24.955162447692736,1504.5328189611723,-913.0636817249408,-62.98960112490151,Increase landfilling
Remove TX:WASO:INC_RECYCLING_LOWER from Unconstrained Cliamte Action,7159,196196,iran,WASO:INC_RECYCLING,-14451.071559030375,62.325779997026416,49.39566772113041,406.6943197457623,10.916721705460475,128.60997557414484,79.56655220590142,141.15383202784335,44.6023085138018,0.13078102655591245,19.305052027,74.95546654108796,-105.81746116714173,494.88071469013397,-1242.2807632456377,179.14203926300456,23.784685575431663,WASO,28.142848652051814,-85.96461225529984,12.396453683814189,-7.322464686088772,4.312882940371261,3.086436070267061,0.755426451309674,5.505927493396213,1.3358906948970442,9.76770694486232,0.009049918964257588,3.4181318332939394,5.186844881011527,34.24526082156769,1.645876949558718,8.899684362422063,367.3656722015058,25.421344756399154,1609.6464354471432,-983.5721717767317,-68.06223107808944,Increase recycling
