primary_id,region,emission_co2e_subsector_total_agrc,emission_co2e_subsector_total_ccsq,emission_co2e_subsector_total_entc,emission_co2e_subsector_total_fgtv,emission_co2e_subsector_total_frst,emission_co2e_subsector_total_inen,emission_co2e_subsector_total_ippu,emission_co2e_subsector_total_lndu,emission_co2e_subsector_total_lsmm,emission_co2e_subsector_total_lvst,emission_co2e_subsector_total_scoe,emission_co2e_subsector_total_soil,emission_co2e_subsector_total_trns,emission_co2e_subsector_total_trww,emission_co2e_subsector_total_waso,emission_co2e_ch4_agrc,emission_co2e_ch4_ccsq,emission_co2e_ch4_entc,emission_co2e_ch4_fgtv,emission_co2e_ch4_frst,emission_co2e_ch4_inen,emission_co2e_ch4_ippu,emission_co2e_ch4_lsmm,emission_co2e_ch4_lvst,emission_co2e_ch4_scoe,emission_co2e_ch4_trns,emission_co2e_ch4_trww,emission_co2e_ch4_waso,emission_co2e_total,emission_co2e_ch4_total,emission_co2e_subsector_total_agrc_diff,emission_co2e_subsector_total_ccsq_diff,emission_co2e_subsector_total_entc_diff,emission_co2e_subsector_total_fgtv_diff,emission_co2e_subsector_total_frst_diff,emission_co2e_subsector_total_inen_diff,emission_co2e_subsector_total_ippu_diff,emission_co2e_subsector_total_lndu_diff,emission_co2e_subsector_total_lsmm_diff,emission_co2e_subsector_total_lvst_diff,emission_co2e_subsector_total_scoe_diff,emission_co2e_subsector_total_soil_diff,emission_co2e_subsector_total_trns_diff,emission_co2e_subsector_total_trww_diff,emission_co2e_subsector_total_waso_diff,emission_co2e_ch4_agrc_diff,emission_co2e_ch4_ccsq_diff,emission_co2e_ch4_entc_diff,emission_co2e_ch4_fgtv_diff,emission_co2e_ch4_frst_diff,emission_co2e_ch4_inen_diff,emission_co2e_ch4_ippu_diff,emission_co2e_ch4_lsmm_diff,emission_co2e_ch4_lvst_diff,emission_co2e_ch4_scoe_diff,emission_co2e_ch4_trns_diff,emission_co2e_ch4_trww_diff,emission_co2e_ch4_waso_diff,emission_co2e_total_diff,emission_co2e_ch4_total_diff,design_id,strategy_id,future_id,strategy_code,strategy,description,transformation_specification,baseline_strategy_id
0,iran,1143.6440971661718,0.0,6670.340981280681,1578.2806074904206,-1052.9332304936675,3893.6823124028015,4802.24705043894,704.7669816503055,126.96624754506396,1027.0613661534,6553.447109059621,254.08641150473855,1795.6018501966257,664.6571790902364,1500.0637389050155,150.7752517701065,0.0,10.028131439188744,1118.3944109103866,10.773657253598708,5.756547753132194,16.93812049977558,26.209141388880436,1027.0613661534,5.94905199450709,9.664231609448283,431.5369078679062,1484.4423676164095,29661.912702390357,4297.52918625674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,BASE,Strategy TX:BASE,,TX:BASE,1
77077,iran,636.7127038680187,0.0,5797.974336400555,8623.561092307455,-2122.1625395464193,3358.106431276125,2594.765744692398,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,83.38896503437134,0.0,7.86793313273726,5904.782191326689,0.0,1.930801136958844,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,33213.83004496329,7644.944624686996,-506.9313932981531,0.0,-872.3666448801259,7045.280484817034,-1069.229309052752,-535.5758811266764,-2207.481305746542,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-67.38628673573517,0.0,-2.160198306451484,4786.387780416302,-10.773657253598708,-3.82574661617335,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,3551.9173425729314,3347.4154384302556,0,7001,0,TORNADO:AGRC:DEC_CH4_RICE,TORNADO:AGRC:DEC_CH4_RICE,,TX:AGRC:DEC_CH4_RICE|TX:LNDU:PLUR,0
78078,iran,657.1053624756328,0.0,5797.971864519066,8623.559082347123,-2122.2378537900872,3358.09663684213,2594.765744692398,2543.811698022618,319.3383655944523,312.6551117358174,4910.1333944783855,0.0,5287.955665824951,770.5607177744108,180.5166227758009,103.83397931756494,0.0,7.8679305635647,5904.780805293519,0.0,1.9307835733303707,13.179131494293975,312.427214079697,312.65511173581734,18.865818057519242,86.74757738927832,723.3350606859511,179.76521257822128,33234.2324132927,7665.388624768757,-486.53873469053906,0.0,-872.3691167616153,7045.278474856703,-1069.3046232964198,-535.5856755606715,-2207.481305746542,1839.0447163723127,192.37211804938832,-714.4062544175827,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353868417446,-1319.5471161292146,-46.94127245254157,0.0,-2.160200875624044,4786.386394383132,-10.773657253598708,-3.8257641798018236,-3.758989005481604,286.2180726908166,-714.4062544175827,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6771550381882,3572.319710902346,3367.859438512017,0,7002,0,TORNADO:AGRC:DEC_EXPORTS,TORNADO:AGRC:DEC_EXPORTS,,TX:AGRC:DEC_EXPORTS|TX:LNDU:PLUR,0
79079,iran,643.7047397957914,0.0,5796.6081608811,8622.49537688158,-2128.6955527484183,3352.505041743803,2594.765744692398,2551.771844310967,319.33711767913644,312.65388107674573,4910.1333944783855,0.0,5287.955665824951,770.5607183014774,176.97198119192265,101.33708356931152,0.0,7.8617459772218234,5904.04649729402,0.0,1.920756582599108,13.179131494293975,312.4259933540351,312.65388107674573,18.865818057519242,86.74757738927832,723.3350606859511,176.25956007171334,33210.76811410984,7658.633105552689,-499.93935737038043,0.0,-873.7328203995812,7044.214769391159,-1075.7623222547509,-541.1772706589986,-2207.481305746542,1847.0048626606615,192.37087013407248,-714.4074850766543,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353921124108,-1323.0917577130929,-49.43816820079499,0.0,-2.1663854619669207,4785.652086383633,-10.773657253598708,-3.8357911705330863,-3.758989005481604,286.21685196515466,-714.4074850766543,12.916766063012151,77.08334577983004,291.7981528180449,-1308.182807544696,3548.85541171948,3361.103919295949,0,7003,0,TORNADO:AGRC:DEC_LOSSES_SUPPLY_CHAIN,TORNADO:AGRC:DEC_LOSSES_SUPPLY_CHAIN,,TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN|TX:LNDU:PLUR,0
80080,iran,653.7252095103063,0.0,5797.974336400555,8623.561092307455,-2122.1625395464193,3358.106431276125,2594.765744692398,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,102.23900910815021,0.0,7.86793313273726,5904.782191326689,0.0,1.930801136958844,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,33230.84255060558,7663.7946687607755,-489.91888765586555,0.0,-872.3666448801259,7045.280484817034,-1069.229309052752,-535.5758811266764,-2207.481305746542,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-48.536242661956294,0.0,-2.160198306451484,4786.387780416302,-10.773657253598708,-3.82574661617335,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,3568.9298482152226,3366.2654825040354,0,7004,0,TORNADO:AGRC:INC_CONSERVATION_AGRICULTURE,TORNADO:AGRC:INC_CONSERVATION_AGRICULTURE,,TX:AGRC:INC_CONSERVATION_AGRICULTURE|TX:LNDU:PLUR,0
81081,iran,664.9388759176761,0.0,5800.356016927652,8625.497438442013,-2146.429451888416,3367.405433892705,2594.765744692398,2573.443399137794,319.3345490231191,312.65135572838966,4910.1333944783855,0.0,5287.955665824951,770.5607176884513,180.51602072468575,95.9426831998448,0.0,7.871214579375984,5906.117184786748,0.0,1.947476345268252,13.179131494293975,312.42348054822315,312.6513557283896,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,33261.1291605898,7658.845597642471,-478.7052212484957,0.0,-869.9849643530297,7047.216830951593,-1093.4962213947488,-526.2768785100966,-2207.481305746542,1868.6764174874886,192.36830147805514,-714.4100104250103,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353859821494,-1319.5477181803299,-54.832568570261714,0.0,-2.1569168598127604,4787.722773876361,-10.773657253598708,-3.809071407863942,-3.758989005481604,286.2143391593427,-714.4100104250105,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,3599.216458199444,3361.316411385731,0,7005,0,TORNADO:AGRC:INC_PRODUCTIVITY,TORNADO:AGRC:INC_PRODUCTIVITY,,TX:AGRC:INC_PRODUCTIVITY|TX:LNDU:PLUR,0
82082,iran,657.1435822641274,-388.618708,5972.036688175916,8896.4033217447,-2122.1625395464193,3358.106431276125,2594.765744692398,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,103.81984343047966,0.2187359999999996,8.115646139447101,6080.438247909587,0.0,1.930801136958844,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,33292.546796572,7841.498008672712,-486.5005149020444,-388.618708,-698.3042931047648,7318.122714254279,-1069.229309052752,-535.5758811266764,-2207.481305746542,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-46.95540833962684,0.2187359999999996,-1.9124852997416433,4962.0438369992,-10.773657253598708,-3.82574661617335,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,3630.634094181645,3543.9688224159718,0,7006,0,TORNADO:CCSQ:INC_CAPTURE,TORNADO:CCSQ:INC_CAPTURE,,TX:CCSQ:INC_CAPTURE|TX:LNDU:PLUR,0
83083,iran,657.1435822641274,0.0,5542.660770581562,8358.65113995445,-2122.1625395464193,3358.106431276125,2594.765744692398,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,103.81984343047966,0.0,7.478105261245262,5724.633282890041,0.0,1.930801136958844,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,32714.037405187402,7484.836766774964,-486.5005149020444,0.0,-1127.680210699119,6780.3705324640305,-1069.229309052752,-535.5758811266764,-2207.481305746542,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-46.95540833962684,0.0,-2.550026177943482,4606.2388719796545,-10.773657253598708,-3.82574661617335,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,3052.1247027970458,3187.3075805182243,0,7007,0,TORNADO:ENTC:DEC_LOSSES,TORNADO:ENTC:DEC_LOSSES,,TX:ENTC:DEC_LOSSES|TX:LNDU:PLUR,0
84084,iran,657.1435822641274,0.0,5798.164174975067,8623.987999449831,-2122.1625395464193,3358.106431276125,2594.765744692398,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,103.81984343047966,0.0,7.868945458031285,5905.072995545843,0.0,1.930801136958844,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,33234.87766907629,7665.667319627552,-486.5005149020444,0.0,-872.1768063056143,7045.707391959411,-1069.229309052752,-535.5758811266764,-2207.481305746542,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-46.95540833962684,0.0,-2.159185981157459,4786.678584635456,-10.773657253598708,-3.82574661617335,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,3572.964966685933,3368.1381333708123,0,7008,0,TORNADO:ENTC:TARGET_CLEAN_HYDROGEN,TORNADO:ENTC:TARGET_CLEAN_HYDROGEN,,TX:ENTC:TARGET_CLEAN_HYDROGEN|TX:LNDU:PLUR,0
85085,iran,657.1435822641274,0.0,3774.7114360100045,6524.244547972872,-2122.1625395464193,3358.106431276125,2594.765744692398,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,103.81984343047966,0.0,4.778696858621042,4477.167593628686,0.0,1.930801136958844,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,29111.681478634266,6234.671669110984,-486.5005149020444,0.0,-2895.6295452706768,4945.963940482452,-1069.229309052752,-535.5758811266764,-2207.481305746542,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-46.95540833962684,0.0,-5.249434580567702,3358.773182718299,-10.773657253598708,-3.82574661617335,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,-550.2312237560909,1937.142482854244,0,7009,0,TORNADO:ENTC:TARGET_RENEWABLE_ELEC,TORNADO:ENTC:TARGET_RENEWABLE_ELEC,,TX:ENTC:TARGET_RENEWABLE_ELEC|TX:LNDU:PLUR,0
86086,iran,657.1435822641274,0.0,5797.974336400555,5691.634427657994,-2122.1625395464193,3358.106431276125,2594.765744692398,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,103.81984343047966,0.0,7.86793313273726,3906.965230442228,0.0,1.930801136958844,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,30302.33425870994,5667.558542198643,-486.5005149020444,0.0,-872.3666448801259,4113.353820167573,-1069.229309052752,-535.5758811266764,-2207.481305746542,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-46.95540833962684,0.0,-2.160198306451484,2788.570819531841,-10.773657253598708,-3.82574661617335,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,640.421556319583,1370.0293559419033,0,7010,0,TORNADO:FGTV:DEC_LEAKS,TORNADO:FGTV:DEC_LEAKS,,TX:FGTV:DEC_LEAKS|TX:LNDU:PLUR,0
87087,iran,657.1435822641274,0.0,5797.974336400555,8455.818169027145,-2122.1625395464193,3358.106431276125,2594.765744692398,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,103.81984343047966,0.0,7.86793313273726,5712.620154376772,0.0,1.930801136958844,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,33066.51800007909,7473.2134661331875,-486.5005149020444,0.0,-872.3666448801259,6877.537561536725,-1069.229309052752,-535.5758811266764,-2207.481305746542,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-46.95540833962684,0.0,-2.160198306451484,4594.225743466385,-10.773657253598708,-3.82574661617335,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,3404.6052976887368,3175.6842798764474,0,7011,0,TORNADO:FGTV:INC_FLARE,TORNADO:FGTV:INC_FLARE,,TX:FGTV:INC_FLARE|TX:LNDU:PLUR,0
88088,iran,657.1435822641274,0.0,5576.369141381141,8141.728352656902,-2122.1625395464193,2559.7269948347,2594.765744692398,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,103.81984343047966,0.0,7.572107697360077,5585.204418558976,0.0,1.47551160613622,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,31732.44355224801,7345.046615349191,-486.5005149020444,0.0,-1093.97183989954,6563.447745166481,-1069.229309052752,-1333.9553175681017,-2207.481305746542,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-46.95540833962684,0.0,-2.456023741828667,4466.810007648589,-10.773657253598708,-4.281036146995975,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,2070.5308498576524,3047.5174290924506,0,7012,0,TORNADO:INEN:INC_EFFICIENCY_ENERGY_HIGHEST,TORNADO:INEN:INC_EFFICIENCY_ENERGY_HIGHEST,,TX:INEN:INC_EFFICIENCY_ENERGY_HIGHEST|TX:LNDU:PLUR,0
89089,iran,657.1435822641274,0.0,5544.556561093805,8161.570467463679,-2122.1625395464193,2790.08269293773,2594.765744692398,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,103.81984343047966,0.0,7.512461394469032,5599.343162585641,0.0,1.681177759796176,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,31950.82878487048,7359.331379226625,-486.5005149020444,0.0,-1125.7844201868766,6583.289859973258,-1069.229309052752,-1103.5996194650716,-2207.481305746542,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-46.95540833962684,0.0,-2.5156700447197125,4480.948751675254,-10.773657253598708,-4.075369993336018,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,2288.916082480122,3061.8021929698853,0,7013,0,TORNADO:INEN:INC_EFFICIENCY_PRODUCTION,TORNADO:INEN:INC_EFFICIENCY_PRODUCTION,,TX:INEN:INC_EFFICIENCY_PRODUCTION|TX:LNDU:PLUR,0
90090,iran,657.1435822641274,0.0,6679.396368061858,8907.61906104084,-2122.1625395464193,1874.788465414208,2594.765744692398,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,103.81984343047966,0.0,8.751905016643281,6119.485441892936,0.0,1.0893763372444454,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,32916.42295789217,7880.121300733543,-486.5005149020444,0.0,9.055386781176821,7329.338453550419,-1069.229309052752,-2018.8938469885934,-2207.481305746542,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-46.95540833962684,0.0,-1.276226422545463,5001.0910309825495,-10.773657253598708,-4.667171415887749,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,3254.5102555018166,3582.5921144768026,0,7014,0,TORNADO:INEN:SHIFT_FUEL_HEAT,TORNADO:INEN:SHIFT_FUEL_HEAT,,TX:INEN:SHIFT_FUEL_HEAT|TX:LNDU:PLUR,0
91091,iran,657.1435822641274,0.0,5797.974336400555,8623.561092307455,-2122.1625395464193,3358.106431276125,2587.68677870516,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,103.81984343047966,0.0,7.86793313273726,5904.782191326689,0.0,1.930801136958844,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,33227.18195737216,7665.375503083104,-486.5005149020444,0.0,-872.3666448801259,7045.280484817034,-1069.229309052752,-535.5758811266764,-2214.56027173378,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-46.95540833962684,0.0,-2.160198306451484,4786.387780416302,-10.773657253598708,-3.82574661617335,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,3565.269254981802,3367.8463168263643,0,7015,0,TORNADO:IPPU:DEC_CLINKER,TORNADO:IPPU:DEC_CLINKER,,TX:IPPU:DEC_CLINKER|TX:LNDU:PLUR,0
92092,iran,657.1435822641274,0.0,5700.06504726317,8430.923685471544,-2091.736140713496,3100.377011701015,2265.2033725613323,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,103.81984343047966,0.0,7.732664403443964,5774.006049029534,0.0,1.8040095045783764,11.390732342957012,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,32386.84883451285,7532.548901272938,-486.5005149020444,0.0,-970.2759340175116,6852.6430779811235,-1038.8029102198284,-793.3053007017866,-2537.043677877608,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-46.95540833962684,0.0,-2.29546703574478,4655.611638119147,-10.773657253598708,-3.952538248553818,-5.547388156818567,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,2724.9361321224933,3235.0197150161976,0,7016,0,TORNADO:IPPU:DEC_DEMAND,TORNADO:IPPU:DEC_DEMAND,,TX:IPPU:DEC_DEMAND|TX:LNDU:PLUR,0
93093,iran,657.1435822641274,0.0,5797.974336400555,8623.561092307455,-2122.1625395464193,3358.106431276125,2471.5401794375507,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,103.81984343047966,0.0,7.86793313273726,5904.782191326689,0.0,1.930801136958844,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,33111.03535810455,7665.375503083104,-486.5005149020444,0.0,-872.3666448801259,7045.280484817034,-1069.229309052752,-535.5758811266764,-2330.7068710013896,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-46.95540833962684,0.0,-2.160198306451484,4786.387780416302,-10.773657253598708,-3.82574661617335,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,3449.1226557141927,3367.8463168263643,0,7017,0,TORNADO:IPPU:DEC_HFCS_HIGHEST,TORNADO:IPPU:DEC_HFCS_HIGHEST,,TX:IPPU:DEC_HFCS_HIGHEST|TX:LNDU:PLUR,0
94094,iran,657.1435822641274,0.0,5797.974336400555,8623.561092307455,-2122.1625395464193,3358.106431276125,2519.478759468549,2543.712791519206,319.3384712504382,312.65521413558906,4910.1333944783855,0.0,5287.955665824951,770.5607180319039,180.51602072468575,103.81984343047966,0.0,7.86793313273726,5904.782191326689,0.0,1.930801136958844,13.179131494293975,312.4273174660295,312.65521413558884,18.865818057519242,86.74757738927832,723.3350606859511,179.76461482757873,33158.973938135554,7665.375503083104,-486.5005149020444,0.0,-872.3666448801259,7045.280484817034,-1069.229309052752,-535.5758811266764,-2282.7682909703913,1838.9458098689004,192.37222370537424,-714.406152017811,-1643.3137145812352,-254.08641150473855,3492.3538156283257,105.90353894166753,-1319.5477181803299,-46.95540833962684,0.0,-2.160198306451484,4786.387780416302,-10.773657253598708,-3.82574661617335,-3.758989005481604,286.21817607714905,-714.4061520178112,12.916766063012151,77.08334577983004,291.7981528180449,-1304.6777527888307,3497.0612357451973,3367.8463168263643,0,7018,0,TORNADO:IPPU:DEC_N2O,TORNADO:IPPU:DEC_N2O,,TX:IPPU:DEC_N2O|TX:LNDU:PLUR,0
